SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,383 Conant St,Hillside Twp.,NJ,07205-2744,625000,3,2.0,Hillside Twp.,,5227,1944,1,,,Pre On-Market,April-26-2025 01:30 PM,April-26-2025 04:00 PM,https://www.redfin.com/NJ/Hillside/383-Conant-St-07205/home/37916755,GSMLS,3957782,N,Y,40.6887955,-74.2278199
MLS Listing,,Single Family Residential,1972 Westfield Ave,Scotch Plains Twp.,NJ,07076-1718,939000,4,2.5,Scotch Plains Twp.,,8712,2004,1,,,Pre On-Market,April-26-2025 01:00 PM,April-26-2025 03:00 PM,https://www.redfin.com/NJ/Scotch-Plains/1972-Westfield-Ave-07076/home/38050623,GSMLS,3957774,N,Y,40.6513506,-74.3942447
MLS Listing,,Single Family Residential,567 Teneyke Pl,Rahway City,NJ,07065-5314,499999,3,1.5,Rahway City,,4356,1925,1,,,Pre On-Market,April-27-2025 01:00 PM,April-27-2025 03:00 PM,https://www.redfin.com/NJ/Rahway/567-Teneyke-Pl-07065/home/38018934,GSMLS,3957773,N,Y,40.6076095,-74.2621611
MLS Listing,,Single Family Residential,680 Trenton Ave,Kenilworth Boro,NJ,07033-1821,1149900,5,4.0,Res,3750,,1961,1,307,,Pre On-Market,,,https://www.redfin.com/NJ/Kenilworth/680-Trenton-Ave-07033/home/37924788,GSMLS,3957736,N,Y,40.6714245,-74.2840724
MLS Listing,,Single Family Residential,2291 Morrison Ave,Union Twp.,NJ,07083-5248,699000,3,2.5,Union Twp.,,5662,1966,1,,,Active,April-26-2025 01:00 PM,April-26-2025 03:00 PM,https://www.redfin.com/NJ/Union/2291-Morrison-Ave-07083/home/38153218,GSMLS,3957727,N,Y,40.7094709,-74.2709322
MLS Listing,,Townhouse,28 Morris Ave Unit E,Summit City,NJ,07901,795000,2,2.5,Summit East,,88426,1981,1,,572,Active,April-24-2025 11:00 AM,April-24-2025 12:00 PM,https://www.redfin.com/NJ/Summit/28-Morris-Ave-07901/unit-E/home/195469559,GSMLS,3957726,N,Y,40.714178,-74.3411349
MLS Listing,,Single Family Residential,55 Walton Ave,New Providence Boro,NJ,07974,1180000,4,3.0,New Providence Boro,,12196,1958,1,,,Pre On-Market,April-27-2025 12:00 PM,April-27-2025 04:00 PM,https://www.redfin.com/NJ/New-Providence/55-Walton-Ave-07974/home/37955844,GSMLS,3957728,N,Y,40.7107647,-74.4046245
MLS Listing,,Condo/Co-op,"260 Prospect Street, Unit 21",Westfield Town,NJ,07090-4016,559000,2,2.0,The Chelmsford,,77972,1980,1,,615,Active,,,https://www.redfin.com/NJ/Westfield/260-Prospect-St-07090/unit-21/home/38176199,GSMLS,3957725,N,Y,40.6525917,-74.3520941
MLS Listing,,Single Family Residential,1332 Maple Ter,Rahway City,NJ,07065-3228,564000,4,1.5,Rahway City,,4356,1915,1,,,Active,,,https://www.redfin.com/NJ/Rahway/1332-Maple-Ter-07065/home/38006796,GSMLS,3956453,N,Y,40.6091962,-74.2825091
MLS Listing,,Single Family Residential,2304 Ward Dr,Rahway City,NJ,07065-2129,642900,3,2.0,Rahway City,,4356,1962,1,,,Active,,,https://www.redfin.com/NJ/Rahway/2304-Ward-Dr-07065/home/38013570,GSMLS,3956474,N,Y,40.6245552,-74.2789657
MLS Listing,,Single Family Residential,1586 Front St,Scotch Plains Twp.,NJ,07076-1151,450000,3,1.0,Scotch Plains Twp.,,9583,1950,1,,,Active,,,https://www.redfin.com/NJ/Scotch-Plains/1586-Front-St-07076/home/38047337,GSMLS,3956348,N,Y,40.6451786,-74.4035838
MLS Listing,,Single Family Residential,538 Colonial Ave,Westfield Town,NJ,07090-3011,1300000,3,3.5,Gardens,,9583,1951,1,,,Active,,,https://www.redfin.com/NJ/Westfield/538-Colonial-Ave-07090/home/38171569,GSMLS,3957463,N,Y,40.6625774,-74.3527258
MLS Listing,,Single Family Residential,20 Shunpike Rd,Springfield Twp.,NJ,07081-2231,999000,4,3.0,Springfield Twp.,3400,8712,2007,1,294,,Active,,,https://www.redfin.com/NJ/Springfield/20-Shunpike-Rd-07081/home/38077427,GSMLS,3957626,N,Y,40.7025324,-74.3203687
MLS Listing,,Single Family Residential,460 Hillside Ave,Westfield Town,NJ,07090-2901,1625000,4,3.5,Gardens,,19166,1930,1,,,Active,,,https://www.redfin.com/NJ/Westfield/460-Hillside-Ave-07090/home/38166134,GSMLS,3957633,N,Y,40.6646378,-74.3566696
MLS Listing,,Single Family Residential,922 Sterling St,Plainfield City,NJ,07062-2236,579900,5,2.0,Plainfield City,,7840,1951,1,,,Active,,,https://www.redfin.com/NJ/Plainfield/922-Sterling-St-07062/home/37998497,GSMLS,3956728,N,Y,40.6278268,-74.3897927
MLS Listing,,Multi-Family (2-4 Unit),416 Schiller St,Elizabeth City,NJ,07206-2113,830000,7,5.0,Elizabeth City,,,2006,2,,,Active,,,https://www.redfin.com/NJ/Elizabethport/416-Schiller-St-07206/home/37837445,GSMLS,3957688,N,Y,40.6604036,-74.1844108
MLS Listing,,Single Family Residential,882 Pennsylvania Ave,Westfield Town,NJ,07090-3433,1250000,4,2.5,Westfield Town,,14810,1966,2,,,Pre On-Market,April-27-2025 01:00 PM,April-27-2025 03:00 PM,https://www.redfin.com/NJ/Westfield/882-Pennsylvania-Ave-07090/home/38185357,GSMLS,3957683,N,Y,40.6350546,-74.3432147
MLS Listing,,Single Family Residential,156 Mountain Ave,Springfield,NJ,07081,750000,3,3.0,Springfield,,1307,2017,3,,37025,Pre On-Market,April-26-2025 12:00 PM,April-26-2025 02:00 PM,https://www.redfin.com/NJ/Springfield/156-Mountain-Ave-07081/home/38076180,CJMLS,2512153R,N,Y,40.7067904,-74.3160836
MLS Listing,,Multi-Family (2-4 Unit),138-140 Elm St,Elizabeth City,NJ,07208-1809,590000,4,2.0,Elizabeth City,2400,6534,,3,246,,Active,,,https://www.redfin.com/NJ/Elizabeth/138-140-Elm-St-07208/home/195466895,GSMLS,3957656,N,Y,40.6697731,-74.2253791
MLS Listing,,Single Family Residential,38 Decker Ave,Elizabeth City,NJ,07208-1703,529000,5,4.0,Elizabeth City,2999,5227,1932,3,176,,Active,,,https://www.redfin.com/NJ/Elizabeth/38-Decker-Ave-07208/home/37897056,GSMLS,3957629,N,Y,40.6731239,-74.2297381
MLS Listing,,Single Family Residential,748 W Front St,Plainfield City,NJ,07060-1033,380000,4,2.0,Plainfield City,,5227,,3,,,Active,,,https://www.redfin.com/NJ/Plainfield/748-W-Front-St-07060/home/37974835,GSMLS,3957416,N,Y,40.6098587,-74.4359035
MLS Listing,,Multi-Family (2-4 Unit),141 Berckman St,Plainfield City,NJ,07062-1005,510000,4,2.0,Plainfield City,,4791,1931,3,,,Active,,,https://www.redfin.com/NJ/Plainfield/141-Berckman-St-07062/home/37977666,GSMLS,3957473,N,Y,40.6272739,-74.4139867
MLS Listing,,Single Family Residential,416 Sheridan Ave,Roselle Park Boro,NJ,07204-2139,575000,4,2.0,Roselle Park Boro,,6098,1930,3,,,Active,,,https://www.redfin.com/NJ/Roselle-Park/416-Sheridan-Ave-07204/home/38045639,GSMLS,3957014,N,Y,40.6680191,-74.2561136
MLS Listing,,Single Family Residential,820 Larch St,Roselle Park Boro,NJ,07204-1207,564000,4,1.5,Roselle Park Boro,,,1924,3,,,Active,,,https://www.redfin.com/NJ/Roselle-Park/820-Larch-St-07204/home/38040163,GSMLS,3957192,N,Y,40.6704174,-74.2715015
MLS Listing,,Condo/Co-op,981 Valley St,Union Twp.,NJ,07088-1030,389900,2,2.5,D,,132858,1992,3,,250,Active,,,https://www.redfin.com/NJ/Vauxhall/981-Valley-St-07088/home/181341173,GSMLS,3956801,N,Y,40.7185197,-74.2913319
MLS Listing,,Single Family Residential,701 Mountain Ave,Westfield Town,NJ,07090-3065,849000,3,1.5,The Gardens,,12196,1952,3,,,Active,,,https://www.redfin.com/NJ/Westfield/701-Mountain-Ave-07090/home/38171390,GSMLS,3956778,N,Y,40.6632272,-74.351408
MLS Listing,,Single Family Residential,311 Hillside Rd,Linden,NJ,07036,425000,2,1.0,Linden,,,1948,4,,,Active,,,https://www.redfin.com/NJ/Linden/311-Hillside-Rd-07036/home/37937109,CJMLS,2512127R,N,Y,40.6410423,-74.2814084
MLS Listing,,Single Family Residential,1349-1353 Park Ave,Plainfield,NJ,07060,460000,4,1.0,Plainfield,,8211,,4,,,Active,,,https://www.redfin.com/NJ/Plainfield/1349-Park-Ave-07060/home/37967905,NJMLS,25012736,N,Y,40.6029475,-74.4032489
MLS Listing,,Single Family Residential,701 High St,Cranford Twp.,NJ,07016,1300000,5,4.5,Cranford Twp.,,6098,1928,4,,,Active,,,https://www.redfin.com/NJ/Cranford/701-High-St-07016/home/37826449,GSMLS,3957529,N,Y,40.6461446,-74.3001565
MLS Listing,,Townhouse,36 E Grand Ave #23,Rahway City,NJ,07065-4500,374900,2,2.0,Grand Manor,,871,1992,4,,385,Active,,,https://www.redfin.com/NJ/Rahway/36-E-Grand-Ave-07065/unit-23/home/38019045,GSMLS,3957526,N,Y,40.6106543,-74.270722
MLS Listing,,Vacant Land,,Elizabeth,NJ,07201,950000,,,,,,,4,,,Active,,,https://www.redfin.com/NJ/Elizabeth/Undisclosed-address-07201/home/165674991,NJMLS,25012681,N,Y,40.662895,-74.2096093
MLS Listing,,Single Family Residential,6 Cornell Rd,Cranford Twp.,NJ,07016-1607,1275000,4,3.0,Brookside,,13503,1957,4,,,Pre On-Market,April-26-2025 02:00 PM,April-26-2025 04:00 PM,https://www.redfin.com/NJ/Cranford/6-Cornell-Rd-07016/home/37810360,GSMLS,3957512,N,Y,40.6649035,-74.3222328
MLS Listing,,Townhouse,178B Front St,Elizabeth City,NJ,07206-2857,520000,3,3.0,None Available,,15245,2011,4,,283,Active,,,https://www.redfin.com/NJ/Elizabeth-City/178B-Front-St-07208/home/103420629,GSMLS,3957511,N,Y,40.649131041631335,-74.18332055211069
MLS Listing,,Single Family Residential,852 Park Ave,Elizabeth City,NJ,07208-1213,1100000,4,4.5,Elmora Hills,,,,4,,,Active,,,https://www.redfin.com/NJ/Elizabeth/852-Park-Ave-07208/home/37883466,GSMLS,3957503,N,Y,40.6678446,-74.2417695
MLS Listing,,Single Family Residential,137 Canoe Brook Pkwy,Summit,NJ,07901,2095000,4,3.5,Summit,,10877,,4,,,Active,April-25-2025 04:00 PM,April-25-2025 06:00 PM,https://www.redfin.com/NJ/Summit/137-Canoe-Brook-Pkwy-07901/home/38086651,NJMLS,25012629,N,Y,40.7270962,-74.3681834
